;Woonplaatsen;Provincie;Landsdeel;Gemeente;Lattitude;Longitude;Population;Coordinates;L1;l2;L3;Lat;L1.1;L1.2;L.1.3;Long;
1174;Leuth;Gelderland;Oost-Nederland           ;Berg en Dal                        ;51.833333333333336;6.0;1.685 (264 inw./km²);['51° 50′ NB, 5° 60′ OL'];;;;0;;;;0;
1176;Leuvenheim;Gelderland;Oost-Nederland           ;Brummen                            ;52.083333333333336;6.15;695;['52° 5′ NB, 6° 9′ OL'];;;;0;;;;0;
1181;Lichtenvoorde;Gelderland;Oost-Nederland           ;Oost Gelre                         ;51.983333333333334;6.566666666666666;12.975;['51° 59′ NB, 6° 34′ OL'];;;;0;;;;0;
1183;Lienden;Gelderland;Oost-Nederland           ;Buren                              ;;;5760;51° 57′ NB, 5° 31′ OL;;;;0;;;;0;
1186;Lieren;Gelderland;Oost-Nederland           ;Apeldoorn                          ;52.166666666666664;5.983333333333333;1.220;['52° 10′ NB, 5° 59′ OL'];;;;0;;;;0;
1191;Lievelde;Gelderland;Oost-Nederland           ;Oost Gelre                         ;52.016666666666666;6.6;1.400;['52° 1′ NB, 6° 36′ OL'];;;;0;;;;0;
1206;Lobith;Gelderland;Oost-Nederland           ;Zevenaar                           ;51.86666666666667;6.116666666666666;3.070;['51° 52′ NB, 6° 7′ OL'];;;;0;;;;0;
1207;Lochem;Gelderland;Oost-Nederland           ;Lochem                             ;52.166666666666664;6.416666666666667;13.575;['52° 10′ NB, 6° 25′ OL'];;;;0;;;;0;
1208;Loenen;Gelderland;Oost-Nederland           ;Apeldoorn                          ;52.11666666666667;6.016666666666667;3.215;['52° 7′ NB, 6° 1′ OL'];;;;0;;;;0;
1212;Loerbeek;Gelderland;Oost-Nederland           ;Montferland                        ;51.916666666666664;6.2;355;['51° 55′ NB, 6° 12′ OL'];;;;0;;;;0;
1216;Loo Gld;Gelderland;Oost-Nederland           ;Duiven                             ;;;1110;51° 56′ NB, 5° 59′ OL;;;;0;;;;0;
1217;Loo Gld;Gelderland;Oost-Nederland           ;Lingewaard                         ;;;Not;;;;;0;;;;0;
1218;'t Loo Oldebroek;Gelderland;Oost-Nederland           ;Oldebroek                          ;;;1260;52° 27′ NB, 5° 57′ OL;;;;0;;;;0;
1233;Lunteren;Gelderland;Oost-Nederland           ;Ede                                ;52.083333333333336;5.616666666666667;13.580;['52° 5′ NB, 5° 37′ OL'];;;;0;;;;0;
1249;Maasbommel;Gelderland;Oost-Nederland           ;West Maas en Waal                  ;51.81666666666667;5.533333333333333;1.355 (127 inw./km²);['51° 49′ NB, 5° 32′ OL'];;;;0;;;;0;
1264;Malden;Gelderland;Oost-Nederland           ;Heumen                             ;51.78333333333333;5.85;11.330;['51° 47′ NB, 5° 51′ OL'];;;;0;;;;0;
1276;Mariënvelde;Gelderland;Oost-Nederland           ;Oost Gelre                         ;;;900;52° 1′ NB, 6° 28′ OL;;;;0;;;;0;
1290;Maurik;Gelderland;Oost-Nederland           ;Buren                              ;51.96666666666667;5.416666666666667;4.260;['51° 58′ NB, 5° 25′ OL'];;;;0;;;;0;
1301;Megchelen;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.833333333333336;6.4;945 (132 inw./km²);['51° 50′ NB, 6° 24′ OL'];;;;0;;;;0;
1314;Meteren;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.86666666666667;5.283333333333333;4.400 (2.280 inw./km²);['51° 52′ NB, 5° 17′ OL'];;;;0;;;;0;
1338;Millingen aan de Rijn;Gelderland;Oost-Nederland           ;Berg en Dal                        ;;;5840;51° 52′ NB, 6° 3′ OL;;;;0;;;;0;
1374;Nederasselt;Gelderland;Oost-Nederland           ;Heumen                             ;51.766666666666666;5.75;810 (187 inw./km²);['51° 46′ NB, 5° 45′ OL'];;;;0;;;;0;
1375;Nederhemert;Gelderland;Oost-Nederland           ;Zaltbommel                         ;51.766666666666666;5.166666666666667;1730;['51° 46′ NB, 5° 10′ OL'];;;;0;;;;0;
1380;Neede;Gelderland;Oost-Nederland           ;Berkelland                         ;52.13333333333333;6.616666666666667;9.415 (205 inw./km²);['52° 8′ NB, 6° 37′ OL'];;;;0;;;;0;
1382;Neerijnen;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.833333333333336;5.283333333333333;480;['51° 50′ NB, 5° 17′ OL'];;;;0;;;;0;
1391;Netterden;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.85;6.316666666666666;415;['51° 51′ NB, 6° 19′ OL'];;;;0;;;;0;
1405;Nieuwaal;Gelderland;Oost-Nederland           ;Zaltbommel                         ;51.81666666666667;5.183333333333334;826;['51° 49′ NB, 5° 11′ OL'];;;;0;;;;0;
1447;Niftrik;Gelderland;Oost-Nederland           ;Wijchen                            ;51.8;5.666666666666667;415 (66 inw./km²);['51° 48′ NB, 5° 40′ OL'];;;;0;;;;0;
1451;Nijbroek;Gelderland;Oost-Nederland           ;Voorst                             ;52.3;6.066666666666666;895 (8.950 inw./km²);['52° 18′ NB, 6° 4′ OL'];;;;0;;;;0;
1463;Nijkerk;Gelderland;Oost-Nederland           ;Nijkerk                            ;52.21666666666667;5.483333333333333;29.525;['52° 13′ NB, 5° 29′ OL'];;;;0;;;;0;
1464;Nijkerkerveen;Gelderland;Oost-Nederland           ;Nijkerk                            ;52.2;5.466666666666667;3.755;['52° 12′ NB, 5° 28′ OL'];;;;0;;;;0;
1467;Nijmegen;Gelderland;Oost-Nederland           ;Nijmegen                           ;51.833333333333336;5.866666666666667;176.669? (3.328 inw./km²);['51° 50′ NB, 5° 52′ OL'];;;;0;;;;0;
1478;Noordeinde Gld;Gelderland;Oost-Nederland           ;Oldebroek                          ;;;255;52° 31′ NB, 5° 53′ OL;;;;0;;;;0;
1502;Nunspeet;Gelderland;Oost-Nederland           ;Nunspeet                           ;52.38333333333333;5.783333333333333;20.125;['52° 23′ NB, 5° 47′ OL'];;;;0;;;;0;
1507;Ochten;Gelderland;Oost-Nederland           ;Neder-Betuwe                       ;51.9;5.566666666666666;5.110;['51° 54′ NB, 5° 34′ OL'];;;;0;;;;0;
1514;Oene;Gelderland;Oost-Nederland           ;Epe                                ;52.35;6.05;1.630;['52° 21′ NB, 6° 3′ OL'];;;;0;;;;0;
1525;Olburgen;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.05;6.116666666666666;275;['52° 3′ NB, 6° 7′ OL'];;;;0;;;;0;
1527;Oldebroek;Gelderland;Oost-Nederland           ;Oldebroek                          ;52.45;5.9;6.235;['52° 27′ NB, 5° 54′ OL'];;;;0;;;;0;
1542;Ommeren;Gelderland;Oost-Nederland           ;Buren                              ;;;710;51° 57′ NB, 5° 29′ OL;;;;0;;;;0;
1547;Ooij;Gelderland;Oost-Nederland           ;Berg en Dal                        ;;;2440;51° 51′ NB, 5° 55′ OL;;;;0;;;;0;
1553;Oosterbeek;Gelderland;Oost-Nederland           ;Renkum                             ;51.983333333333334;5.85;11.300;['51° 59′ NB, 5° 51′ OL'];;;;0;;;;0;
1559;Oosterhout;Gelderland;Oost-Nederland           ;Overbetuwe                         ;51.88333333333333;5.833333333333333;2.280 (236 inw./km²);['51° 53′ NB, 5° 50′ OL'];;;;0;;;;0;
1569;Oosterwolde Gld;Gelderland;Oost-Nederland           ;Oldebroek                          ;;;2155;52° 28′ NB, 5° 54′ OL;;;;0;;;;0;
1587;Ophemert;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.85;5.383333333333334;1.675;['51° 51′ NB, 5° 23′ OL'];;;;0;;;;0;
1588;Opheusden;Gelderland;Oost-Nederland           ;Neder-Betuwe                       ;51.93333333333333;5.633333333333333;6.290;['51° 56′ NB, 5° 38′ OL'];;;;0;;;;0;
1589;Opijnen;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.833333333333336;5.3;1.180;['51° 50′ NB, 5° 18′ OL'];;;;0;;;;0;
1604;Otterlo;Gelderland;Oost-Nederland           ;Ede                                ;52.1;5.766666666666667;2.230 (21 inw./km²);['52° 6′ NB, 5° 46′ OL'];;;;0;;;;0;
1652;Overasselt;Gelderland;Oost-Nederland           ;Heumen                             ;51.766666666666666;5.783333333333333;2.600 (172 inw./km²);['51° 46′ NB, 5° 47′ OL'];;;;0;;;;0;
1663;Pannerden;Gelderland;Oost-Nederland           ;Zevenaar                           ;51.88333333333333;6.033333333333333;2.405;['51° 53′ NB, 6° 2′ OL'];;;;0;;;;0;
1676;Persingen;Gelderland;Oost-Nederland           ;Berg en Dal                        ;51.833333333333336;5.916666666666667;105 (27 inw./km²);['51° 50′ NB, 5° 55′ OL'];;;;0;;;;0;
1689;Poederoijen;Gelderland;Oost-Nederland           ;Zaltbommel                         ;;;1131;51° 47′ NB, 5° 5′ OL;;;;0;;;;0;
1699;Puiflijk;Gelderland;Oost-Nederland           ;Druten                             ;51.88333333333333;5.583333333333333;1.295;['51° 53′ NB, 5° 35′ OL'];;;;0;;;;0;
1708;Putten;Gelderland;Oost-Nederland           ;Putten                             ;52.25;5.616666666666667;24.198;['52° 15′ NB, 5° 37′ OL'];;;;0;;;;0;
1715;Radio Kootwijk;Gelderland;Oost-Nederland           ;Apeldoorn                          ;;;105;52° 11′ NB, 5° 50′ OL;;;;0;;;;0;
1717;Randwijk;Gelderland;Oost-Nederland           ;Overbetuwe                         ;51.95;5.716666666666667;1.295;['51° 57′ NB, 5° 43′ OL'];;;;0;;;;0;
1721;Ravenswaaij;Gelderland;Oost-Nederland           ;Buren                              ;51.95;5.333333333333333;610;['51° 57′ NB, 5° 20′ OL'];;;;0;;;;0;
1730;Rekken;Gelderland;Oost-Nederland           ;Berkelland                         ;52.1;6.716666666666667;1.240 (68 inw./km²);['52° 6′ NB, 6° 43′ OL'];;;;0;;;;0;
1732;Renkum;Gelderland;Oost-Nederland           ;Renkum                             ;51.96666666666667;5.733333333333333;9.165;['51° 58′ NB, 5° 44′ OL'];;;;0;;;;0;
1734;Ressen;Gelderland;Oost-Nederland           ;Lingewaard                         ;;;137;51° 53′ NB, 5° 52′ OL;;;;0;;;;0;
1739;Rha;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.05;6.15;80;['52° 3′ NB, 6° 9′ OL'];;;;0;;;;0;
1740;Rheden;Gelderland;Oost-Nederland           ;Rheden                             ;52.0;6.033333333333333;7.710;['52° 0′ NB, 6° 2′ OL'];;;;0;;;;0;
1745;Rhenoy;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.88333333333333;5.15;885;['51° 53′ NB, 5° 9′ OL'];;;;0;;;;0;
1752;Rietmolen;Gelderland;Oost-Nederland           ;Berkelland                         ;52.13333333333333;6.666666666666667;1.020;['52° 8′ NB, 6° 40′ OL'];;;;0;;;;0;
1765;Rijswijk (GLD);Gelderland;Oost-Nederland           ;Buren                              ;;;530;51° 57′ NB, 5° 21′ OL;;;;0;;;;0;
1786;Rossum;Gelderland;Oost-Nederland           ;Maasdriel                          ;51.8;5.333333333333333;2669;['51° 48′ NB, 5° 20′ OL'];;;;0;;;;0;
1798;Rozendaal;Gelderland;Oost-Nederland           ;Rozendaal                          ;52.0;5.966666666666667;1.697? (61 inw./km²);['52° 0′ NB, 5° 58′ OL'];;;;0;;;;0;
1804;Rumpt;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.88333333333333;5.166666666666667;875;['51° 53′ NB, 5° 10′ OL'];;;;0;;;;0;
1806;Ruurlo;Gelderland;Oost-Nederland           ;Berkelland                         ;52.083333333333336;6.45;7.660 (139 inw./km²);['52° 5′ NB, 6° 27′ OL'];;;;0;;;;0;
1838;Scherpenzeel;Gelderland;Oost-Nederland           ;Scherpenzeel                       ;52.06666666666667;5.483333333333333;10.000? (725 inw./km²);['52° 4′ NB, 5° 29′ OL'];;;;0;;;;0;
1881;Silvolde;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.916666666666664;6.383333333333334;5.400 (451 inw./km²);['51° 55′ NB, 6° 23′ OL'];;;;0;;;;0;
1884;Sinderen;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.9;6.466666666666667;940 (54 inw./km²);['51° 54′ NB, 6° 28′ OL'];;;;0;;;;0;
1919;Slijk-Ewijk;Gelderland;Oost-Nederland           ;Overbetuwe                         ;51.88333333333333;5.783333333333333;570;['51° 53′ NB, 5° 47′ OL'];;;;0;;;;0;
1945;Spankeren;Gelderland;Oost-Nederland           ;Rheden                             ;52.05;6.116666666666666;940;['52° 3′ NB, 6° 7′ OL'];;;;0;;;;0;
1951;Spijk;Gelderland;Oost-Nederland           ;Zevenaar                           ;51.85;6.15;710;['51° 51′ NB, 6° 9′ OL'];;;;0;;;;0;
1953;Spijk;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.85;5.0;920;['51° 51′ NB, 5° 0′ OL'];;;;0;;;;0;
1971;De Steeg;Gelderland;Oost-Nederland           ;Rheden                             ;;;1105;52° 1′ NB, 6° 4′ OL;;;;0;;;;0;
1975;Steenderen;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.06666666666667;6.183333333333334;2.330;['52° 4′ NB, 6° 11′ OL'];;;;0;;;;0;
1976;Steenenkamer;Gelderland;Oost-Nederland           ;Voorst                             ;;;290;52° 15′ NB, 6° 9′ OL;;;;0;;;;0;
1991;Stokkum;Gelderland;Oost-Nederland           ;Montferland                        ;51.88333333333333;6.216666666666667;1.175;['51° 53′ NB, 6° 13′ OL'];;;;0;;;;0;
2002;Stroe;Gelderland;Oost-Nederland           ;Barneveld                          ;52.18333333333333;5.683333333333334;1.585;['52° 11′ NB, 5° 41′ OL'];;;;0;;;;0;
2021;Terborg;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.916666666666664;6.35;4.775;['51° 55′ NB, 6° 21′ OL'];;;;0;;;;0;
2031;Terschuur;Gelderland;Oost-Nederland           ;Barneveld                          ;52.166666666666664;5.516666666666667;1.495;['52° 10′ NB, 5° 31′ OL'];;;;0;;;;0;
2034;Terwolde;Gelderland;Oost-Nederland           ;Voorst                             ;52.28333333333333;6.1;2.230;['52° 17′ NB, 6° 6′ OL'];;;;0;;;;0;
2036;Teuge;Gelderland;Oost-Nederland           ;Voorst                             ;52.233333333333334;6.05;825;['52° 14′ NB, 6° 3′ OL'];;;;0;;;;0;
2040;Tiel;Gelderland;Oost-Nederland           ;Tiel                               ;51.88333333333333;5.433333333333334;41.962? (1.276 inw./km²);['51° 53′ NB, 5° 26′ OL'];;;;0;;;;0;
2059;Toldijk;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.05;6.216666666666667;880;['52° 3′ NB, 6° 13′ OL'];;;;0;;;;0;
2060;Tolkamer;Gelderland;Oost-Nederland           ;Zevenaar                           ;51.85;6.1;2.745;['51° 51′ NB, 6° 6′ OL'];;;;0;;;;0;
2062;Tonden;Gelderland;Oost-Nederland           ;Brummen                            ;52.13333333333333;6.116666666666666;335;['52° 8′ NB, 6° 7′ OL'];;;;0;;;;0;
2064;Tricht;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.88333333333333;5.266666666666667;2.100;['51° 53′ NB, 5° 16′ OL'];;;;0;;;;0;
2068;Tuil;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.81666666666667;5.233333333333333;980;['51° 49′ NB, 5° 14′ OL'];;;;0;;;;0;
2072;Twello;Gelderland;Oost-Nederland           ;Voorst                             ;52.233333333333334;6.1;13.470;['52° 14′ NB, 6° 6′ OL'];;;;0;;;;0;
2081;Ubbergen;Gelderland;Oost-Nederland           ;Berg en Dal                        ;51.833333333333336;5.916666666666667;480 (615 inw./km²);['51° 50′ NB, 5° 55′ OL'];;;;0;;;;0;
2082;Uddel;Gelderland;Oost-Nederland           ;Apeldoorn                          ;52.25;5.783333333333333;3.275;['52° 15′ NB, 5° 47′ OL'];;;;0;;;;0;
2086;Ugchelen;Gelderland;Oost-Nederland           ;Apeldoorn                          ;52.18333333333333;5.933333333333334;6.155;['52° 11′ NB, 5° 56′ OL'];;;;0;;;;0;
2095;Ulft;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.88333333333333;6.383333333333334;10.400;['51° 53′ NB, 6° 23′ OL'];;;;0;;;;0;
2108;Vaassen;Gelderland;Oost-Nederland           ;Epe                                ;52.28333333333333;5.966666666666667;12.680;['52° 17′ NB, 5° 58′ OL'];;;;0;;;;0;
2109;Valburg;Gelderland;Oost-Nederland           ;Overbetuwe                         ;51.916666666666664;5.783333333333333;1.920;['51° 55′ NB, 5° 47′ OL'];;;;0;;;;0;
2116;Varik;Gelderland;Oost-Nederland           ;West Betuwe                        ;51.81666666666667;5.366666666666666;1.045 (1.035 inw./km²);['51° 49′ NB, 5° 22′ OL'];;;;0;;;;0;
2117;Varsselder;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;;;730;51° 53′ NB, 6° 22′ OL;;;;0;;;;0;
2118;Varsseveld;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;51.95;6.466666666666667;6.055;['51° 57′ NB, 6° 28′ OL'];;;;0;;;;0;
2130;Veessen;Gelderland;Oost-Nederland           ;Heerde                             ;52.38333333333333;6.083333333333333;675;['52° 23′ NB, 6° 5′ OL'];;;;0;;;;0;
2134;Velddriel;Gelderland;Oost-Nederland           ;Maasdriel                          ;51.766666666666666;5.3;1595;"[""51°46'NB, 5°18'OL""]";;;;0;;;;0;
2139;Velp;Gelderland;Oost-Nederland           ;Rheden                             ;52.0;5.983333333333333;18.085;['51° 60′ NB, 5° 59′ OL'];;;;0;;;;0;
2150;Vethuizen;Gelderland;Oost-Nederland           ;Montferland                        ;;;nvt;;;;;0;;;;0;
2154;Vierakker;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.1;6.233333333333333;205;['52° 6′ NB, 6° 14′ OL'];;;;0;;;;0;
2155;Vierhouten;Gelderland;Oost-Nederland           ;Nunspeet                           ;52.333333333333336;5.833333333333333;725;['52° 20′ NB, 5° 50′ OL'];;;;0;;;;0;
2190;Voorst;Gelderland;Oost-Nederland           ;Oude IJsselstreek                  ;;;295;51° 53′ NB, 6° 25′ OL;;;;0;;;;0;
2191;Voorst;Gelderland;Oost-Nederland           ;Voorst                             ;;;2760;52° 10′ NB, 6° 9′ OL;;;;0;;;;0;
2192;Voorthuizen;Gelderland;Oost-Nederland           ;Barneveld                          ;;;10475;52° 11′ NB, 5° 36′ OL;;;;0;;;;0;
2193;Vorchten;Gelderland;Oost-Nederland           ;Heerde                             ;52.4;6.1;185;['52° 24′ NB, 6° 6′ OL'];;;;0;;;;0;
2194;Vorden;Gelderland;Oost-Nederland           ;Bronckhorst                        ;52.1;6.316666666666666;7.235;['52° 6′ NB, 6° 19′ OL'];;;;0;;;;0;
2197;Vragender;Gelderland;Oost-Nederland           ;Oost Gelre                         ;51.983333333333334;6.616666666666667;1.105;['51° 59′ NB, 6° 37′ OL'];;;;0;;;;0;
